HCPCS,MOD,DESCRIPTION,STATUS CODE,WORK RVU,NON-FAC PE RVU,NON-FAC NA INDICATOR,FACILITY PE RVU,FACILITY NA INDICATOR,MP RVU,NON-FACILITY TOTAL,FACILITY TOTAL,PCTC IND,GLOB DAYS,PRE OP,INTRA OP,POST OP,MULT PROC,BILAT SURG,ASST SURG,CO-SURG,TEAM SURG,ENDO BASE,CONV FACTOR,PHYSICIAN SUPERVISION OF DIAGNOSTIC PROCEDURES,CALCULATION FLAG,DIAGNOSTIC IMAGING FAMILY INDICATOR,PE USED FOR OPPS PAYMENT AMOUNT,PE USED FOR OPPS PAYMENT AMOUNT,MP USED FOR OPPS PAYMENT AMOUNT
44180,,Lap enterolysis,A,15.27,7.91,NA,7.91,,3.45,26.63,26.63,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44186,,Lap jejunostomy,A,10.38,6.01,NA,6.01,,2.43,18.82,18.82,0,90,0.09,0.84,0.07,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44187,,Lap ileo/jejuno-stomy,A,17.4,11.2,NA,11.2,,3.39,31.99,31.99,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44188,,Lap colostomy,A,19.35,12.06,NA,12.06,,4.12,35.53,35.53,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44202,,Lap enterectomy,A,23.39,11.51,NA,11.51,,5.22,40.12,40.12,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44203,,Lap resect s/intestine addl,A,4.44,1.59,NA,1.59,,1.07,7.1,7.1,0,ZZZ,0,0,0,0,0,2,1,0,,35.9996,9,0,99,0,0,0
44204,,Laparo partial colectomy,A,26.42,12.61,NA,12.61,,5.56,44.59,44.59,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44205,,Lap colectomy part w/ileum,A,22.95,11.06,NA,11.06,,4.76,38.77,38.77,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44206,,Lap part colectomy w/stoma,A,29.79,14.64,NA,14.64,,6.33,50.76,50.76,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44207,,L colectomy/coloproctostomy,A,31.92,14.53,NA,14.53,,6.31,52.76,52.76,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44208,,L colectomy/coloproctostomy,A,33.99,16.93,NA,16.93,,6.64,57.56,57.56,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44210,,Laparo total proctocolectomy,A,30.09,15.9,NA,15.9,,5.66,51.65,51.65,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44211,,Lap colectomy w/proctectomy,A,37.08,19.64,NA,19.64,,5.3,62.02,62.02,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44212,,Laparo total proctocolectomy,A,34.58,18.64,NA,18.64,,6.05,59.27,59.27,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44213,,Lap mobil splenic fl add-on,A,3.5,1.26,NA,1.26,,0.71,5.47,5.47,0,ZZZ,0,0,0,0,0,2,1,0,,35.9996,9,0,99,0,0,0
44227,,Lap close enterostomy,A,28.62,13.46,NA,13.46,,6.18,48.26,48.26,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44238,,Laparoscope proc intestine,C,0,0,,0,,0,0,0,0,YYY,0,0,0,2,1,2,1,1,,35.9996,9,0,99,0,0,0
44300,,Open bowel to skin,A,13.75,7.44,NA,7.44,,3.21,24.4,24.4,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44310,,Ileostomy/jejunostomy,A,17.59,8.96,NA,8.96,,3.71,30.26,30.26,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44312,,Revision of ileostomy,A,9.43,5.89,NA,5.89,,1.81,17.13,17.13,0,90,0.09,0.81,0.1,2,0,0,0,0,,35.9996,9,0,99,0,0,0
44314,,Revision of ileostomy,A,16.74,9.08,NA,9.08,,3.29,29.11,29.11,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44316,,Devise bowel pouch,A,23.59,11.75,NA,11.75,,5.66,41,41,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44320,,Colostomy,A,19.91,10.53,NA,10.53,,4.37,34.81,34.81,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44322,,Colostomy with biopsies,A,13.32,12.46,NA,12.46,,3.21,28.99,28.99,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44340,,Revision of colostomy,A,9.28,6.75,NA,6.75,,2.02,18.05,18.05,0,90,0.09,0.81,0.1,2,0,1,1,0,,35.9996,9,0,99,0,0,0
44345,,Revision of colostomy,A,17.22,9.6,NA,9.6,,3.66,30.48,30.48,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44346,,Revision of colostomy,A,19.63,10.5,NA,10.5,,4.17,34.3,34.3,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44360,,Small bowel endoscopy,A,2.49,1.42,NA,1.42,,0.31,4.22,4.22,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
44361,,Small bowel endoscopy/biopsy,A,2.77,1.54,NA,1.54,,0.35,4.66,4.66,0,0,0,0,0,3,0,1,0,0,44360,35.9996,9,0,99,0,0,0
44363,,Small bowel endoscopy,A,3.39,1.8,NA,1.8,,0.46,5.65,5.65,0,0,0,0,0,3,0,0,0,0,44360,35.9996,9,0,99,0,0,0
44364,,Small bowel endoscopy,A,3.63,1.92,NA,1.92,,0.47,6.02,6.02,0,0,0,0,0,3,0,0,0,0,44360,35.9996,9,0,99,0,0,0
44365,,Small bowel endoscopy,A,3.21,1.74,NA,1.74,,0.38,5.33,5.33,0,0,0,0,0,3,0,0,0,0,44360,35.9996,9,0,99,0,0,0
44366,,Small bowel endoscopy,A,4.3,2.22,NA,2.22,,0.54,7.06,7.06,0,0,0,0,0,3,0,1,0,0,44360,35.9996,9,0,99,0,0,0
44369,,Small bowel endoscopy,A,4.41,2.26,NA,2.26,,0.55,7.22,7.22,0,0,0,0,0,3,0,0,0,0,44360,35.9996,9,0,99,0,0,0
44370,,Small bowel endoscopy/stent,A,4.69,2.48,NA,2.48,,0.66,7.83,7.83,0,0,0,0,0,3,0,0,0,0,44360,35.9996,9,0,99,0,0,0
44372,,Small bowel endoscopy,A,4.3,2.15,NA,2.15,,0.6,7.05,7.05,0,0,0,0,0,3,0,1,0,0,44360,35.9996,9,0,99,0,0,0
44373,,Small bowel endoscopy,A,3.39,1.77,NA,1.77,,0.49,5.65,5.65,0,0,0,0,0,3,0,1,0,0,44360,35.9996,9,0,99,0,0,0
44376,,Small bowel endoscopy,A,5.15,2.53,NA,2.53,,0.68,8.36,8.36,0,0,0,0,0,2,0,0,0,0,,35.9996,9,0,99,0,0,0
44377,,Small bowel endoscopy/biopsy,A,5.42,2.68,NA,2.68,,0.71,8.81,8.81,0,0,0,0,0,3,0,0,0,0,44376,35.9996,9,0,99,0,0,0
44378,,Small bowel endoscopy,A,7.02,3.42,NA,3.42,,0.87,11.31,11.31,0,0,0,0,0,3,0,0,0,0,44376,35.9996,9,0,99,0,0,0
44379,,S bowel endoscope w/stent,A,7.36,3.73,NA,3.73,,0.94,12.03,12.03,0,0,0,0,0,3,0,0,0,0,44376,35.9996,9,0,99,0,0,0
44380,,Small bowel endoscopy br/wa,A,0.87,3.82,,0.68,,0.11,4.8,1.66,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
44381,,Small bowel endoscopy br/wa,A,1.38,24.76,,0.9,,0.18,26.32,2.46,0,0,0,0,0,3,0,1,0,0,44380,35.9996,9,0,99,0,0,0
44382,,Small bowel endoscopy,A,1.17,6.21,,0.82,,0.16,7.54,2.15,0,0,0,0,0,3,0,1,0,0,44380,35.9996,9,0,99,0,0,0
44384,,Small bowel endoscopy,A,2.85,1.31,NA,1.31,,0.33,4.49,4.49,0,0,0,0,0,3,0,1,0,0,44380,35.9996,9,0,99,0,0,0
44385,,Endoscopy of bowel pouch,A,1.2,4.11,,0.74,,0.17,5.48,2.11,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
44386,,Endoscopy bowel pouch/biop,A,1.5,6.45,,0.9,,0.21,8.16,2.61,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
44388,,Colonoscopy thru stoma spx,A,2.72,5.09,,1.44,,0.44,8.25,4.6,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
44388,53,Colonoscopy thru stoma spx,A,1.36,2.55,,0.71,,0.19,4.1,2.26,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
44389,,Colonoscopy with biopsy,A,3.02,7.37,,1.6,,0.44,10.83,5.06,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44390,,Colonoscopy for foreign body,A,3.74,6.52,,1.98,,0.49,10.75,6.21,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44391,,Colonoscopy for bleeding,A,4.12,15.15,,2.11,,0.52,19.79,6.75,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44392,,Colonoscopy & polypectomy,A,3.53,5.97,,1.76,,0.55,10.05,5.84,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44394,,Colonoscopy w/snare,A,4.03,6.93,,2.03,,0.58,11.54,6.64,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44401,,Colonoscopy with ablation,A,4.34,86.08,,2.16,,0.6,91.02,7.1,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44402,,Colonoscopy w/stent plcmt,A,4.7,2.4,NA,2.4,,0.6,7.7,7.7,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44403,,Colonoscopy w/resection,A,5.5,2.73,NA,2.73,,0.71,8.94,8.94,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44404,,Colonoscopy w/injection,A,3.02,6.9,,1.61,,0.45,10.37,5.08,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44405,,Colonoscopy w/dilation,A,3.23,11.68,,1.75,,0.41,15.32,5.39,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44406,,Colonoscopy w/ultrasound,A,4.1,2.13,NA,2.13,,0.53,6.76,6.76,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44407,,Colonoscopy w/ndl aspir/bx,A,4.96,2.51,NA,2.51,,0.64,8.11,8.11,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
44408,,Colonoscopy w/decompression,A,4.14,2.15,NA,2.15,,0.53,6.82,6.82,0,0,0,0,0,3,0,1,0,0,44388,35.9996,9,0,99,0,0,0
4450F,,Self-care ed provided to pt,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
44500,,Intro gastrointestinal tube,A,0.39,0.14,NA,0.14,,0.03,0.56,0.56,0,0,0,0,0,0,0,0,0,0,,35.9996,9,0,99,0,0,0
44602,,Suture small intestine,A,24.72,10.59,NA,10.59,,5.59,40.9,40.9,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44603,,Suture small intestine,A,28.16,12.56,NA,12.56,,6.25,46.97,46.97,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44604,,Suture large intestine,A,18.16,8.45,NA,8.45,,4.06,30.67,30.67,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44605,,Repair of bowel lesion,A,22.08,10.84,NA,10.84,,4.86,37.78,37.78,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44615,,Intestinal stricturoplasty,A,18.16,8.97,NA,8.97,,4.02,31.15,31.15,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44620,,Repair bowel opening,A,14.43,7.68,NA,7.68,,3.03,25.14,25.14,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44625,,Repair bowel opening,A,17.28,8.74,NA,8.74,,3.44,29.46,29.46,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44626,,Repair bowel opening,A,27.9,12.47,NA,12.47,,6.06,46.43,46.43,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44640,,Repair bowel-skin fistula,A,24.2,11.14,NA,11.14,,5.26,40.6,40.6,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44650,,Repair bowel fistula,A,25.12,11.48,NA,11.48,,5.28,41.88,41.88,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44660,,Repair bowel-bladder fistula,A,23.91,10.7,NA,10.7,,4.1,38.71,38.71,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44661,,Repair bowel-bladder fistula,A,27.35,12.14,NA,12.14,,5.47,44.96,44.96,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44680,,Surgical revision intestine,A,17.96,8.79,NA,8.79,,3.99,30.74,30.74,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
4470F,,Icd counseling provided,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
44700,,Suspend bowel w/prosthesis,A,17.48,8.78,NA,8.78,,3.03,29.29,29.29,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44701,,Intraop colon lavage add-on,A,3.1,1.11,NA,1.11,,0.75,4.96,4.96,0,ZZZ,0,0,0,0,0,2,1,0,,35.9996,9,0,99,0,0,0
44705,,Prepare fecal microbiota,I,1.42,1.65,,0.55,,0.2,3.27,2.17,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
44715,,Prepare donor intestine,C,0,0,,0,,0,0,0,0,XXX,0,0,0,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44720,,Prep donor intestine/venous,A,5,1.78,NA,1.78,,1.21,7.99,7.99,0,XXX,0,0,0,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44721,,Prep donor intestine/artery,A,7,2.49,NA,2.49,,1.69,11.18,11.18,0,XXX,0,0,0,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44799,,Unlisted px small intestine,C,0,0,,0,,0,0,0,0,YYY,0,0,0,2,0,1,1,1,,35.9996,9,0,99,0,0,0
4480F,,Pt rcvng ace/arb b-blockertx,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
44800,,Excision of bowel pouch,A,12.05,7.35,NA,7.35,,2.7,22.1,22.1,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
4481F,,Pt rcvng ace/arb blker >3mos,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
44820,,Excision of mesentery lesion,A,13.73,7.45,NA,7.45,,3.31,24.49,24.49,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44850,,Repair of mesentery,A,12.11,6.85,NA,6.85,,2.71,21.67,21.67,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44899,,Bowel surgery procedure,C,0,0,,0,,0,0,0,0,YYY,0,0,0,2,0,2,1,1,,35.9996,9,0,99,0,0,0
44900,,Drain appendix abscess open,A,12.57,6.86,NA,6.86,,3.02,22.45,22.45,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44950,,Appendectomy,A,10.6,5.53,NA,5.53,,2.45,18.58,18.58,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44955,,Appendectomy add-on,A,1.53,0.58,NA,0.58,,0.33,2.44,2.44,0,ZZZ,0,0,0,0,0,2,1,0,,35.9996,9,0,99,0,0,0
44960,,Appendectomy,A,14.5,7.41,NA,7.41,,3.4,25.31,25.31,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
44970,,Laparoscopy appendectomy,A,9.45,5.74,NA,5.74,,2.21,17.4,17.4,0,90,0.09,0.81,0.1,2,0,2,2,0,,35.9996,9,0,99,0,0,0
44979,,Laparoscope proc app,C,0,0,,0,,0,0,0,0,YYY,0,0,0,2,1,2,1,1,,35.9996,9,0,99,0,0,0
4500F,,Ref to outpt card rehab prog,M,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
45000,,Drainage of pelvic abscess,A,6.3,4.88,NA,4.88,,1.15,12.33,12.33,0,90,0.09,0.81,0.1,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45005,,Drainage of rectal abscess,A,2.02,5.48,,2.21,,0.43,7.93,4.66,0,10,0.1,0.8,0.1,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45020,,Drainage of rectal abscess,A,8.56,6.25,NA,6.25,,1.82,16.63,16.63,0,90,0.09,0.81,0.1,2,0,1,0,0,,35.9996,9,0,99,0,0,0
4510F,,Prev cardrehab qualcardevent,M,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
45100,,Biopsy of rectum,A,4.04,3.85,NA,3.85,,0.77,8.66,8.66,0,90,0.09,0.81,0.1,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45108,,Removal of anorectal lesion,A,5.12,4.33,NA,4.33,,1.24,10.69,10.69,0,90,0.09,0.81,0.1,2,0,1,1,0,,35.9996,9,0,99,0,0,0
45110,,Removal of rectum,A,30.76,16.81,NA,16.81,,5.92,53.49,53.49,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45111,,Partial removal of rectum,A,18.01,9.83,NA,9.83,,3.61,31.45,31.45,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45112,,Removal of rectum,A,33.18,15.22,NA,15.22,,5.83,54.23,54.23,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45113,,Partial proctectomy,A,33.22,17.08,NA,17.08,,4.76,55.06,55.06,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45114,,Partial removal of rectum,A,30.79,14.53,NA,14.53,,7.4,52.72,52.72,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45116,,Partial removal of rectum,A,27.72,13.63,NA,13.63,,3.96,45.31,45.31,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45119,,Remove rectum w/reservoir,A,33.48,16.99,NA,16.99,,4.8,55.27,55.27,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45120,,Removal of rectum,A,26.4,13.38,NA,13.38,,6.35,46.13,46.13,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45121,,Removal of rectum and colon,A,29.08,14.34,NA,14.34,,6.99,50.41,50.41,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45123,,Partial proctectomy,A,18.86,10.33,NA,10.33,,3.34,32.53,32.53,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45126,,Pelvic exenteration,A,49.1,23.4,NA,23.4,,7,79.5,79.5,0,90,0.12,0.74,0.14,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45130,,Excision of rectal prolapse,A,18.5,9.89,NA,9.89,,3.16,31.55,31.55,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45135,,Excision of rectal prolapse,A,22.36,12.28,NA,12.28,,3.2,37.84,37.84,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45136,,Excise ileoanal reservior,A,30.82,17.37,NA,17.37,,4.41,52.6,52.6,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45150,,Excision of rectal stricture,A,5.85,4.73,NA,4.73,,1.42,12,12,0,90,0.09,0.81,0.1,2,0,0,0,0,,35.9996,9,0,99,0,0,0
45160,,Excision of rectal lesion,A,16.33,9.37,NA,9.37,,3.92,29.62,29.62,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45171,,Exc rect tum transanal part,A,8.13,7.7,NA,7.7,,1.58,17.41,17.41,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45172,,Exc rect tum transanal full,A,12.13,9.22,NA,9.22,,2.18,23.53,23.53,0,90,0.09,0.81,0.1,2,0,2,1,0,,35.9996,9,0,99,0,0,0
45190,,Destruction rectal tumor,A,10.42,7.96,NA,7.96,,1.74,20.12,20.12,0,90,0.09,0.81,0.1,2,0,1,1,0,,35.9996,9,0,99,0,0,0
4525F,,Neuropsychia interven order,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
4526F,,Neuropsychia interven rcvd,I,0,0,,0,,0,0,0,9,XXX,0,0,0,9,9,9,9,9,,35.9996,9,0,99,0,0,0
45300,,Proctosigmoidoscopy dx,A,0.8,2.65,,0.64,,0.13,3.58,1.57,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45303,,Proctosigmoidoscopy dilate,A,1.4,24.06,,0.86,,0.24,25.7,2.5,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45305,,Proctosigmoidoscopy w/bx,A,1.15,2.75,,0.77,,0.21,4.11,2.13,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45307,,Proctosigmoidoscopy fb,A,1.6,2.88,,0.93,,0.27,4.75,2.8,0,0,0,0,0,3,0,0,0,0,45300,35.9996,9,0,99,0,0,0
45308,,Proctosigmoidoscopy removal,A,1.3,3,,0.82,,0.31,4.61,2.43,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45309,,Proctosigmoidoscopy removal,A,1.4,3.06,,0.86,,0.33,4.79,2.59,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45315,,Proctosigmoidoscopy removal,A,1.7,3.19,,0.96,,0.41,5.3,3.07,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45317,,Proctosigmoidoscopy bleed,A,1.9,3.06,,1.05,,0.3,5.26,3.25,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45320,,Proctosigmoidoscopy ablate,A,1.68,3.06,,0.96,,0.4,5.14,3.04,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45321,,Proctosigmoidoscopy volvul,A,1.65,0.95,NA,0.95,,0.39,2.99,2.99,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45327,,Proctosigmoidoscopy w/stent,A,1.9,1.04,NA,1.04,,0.47,3.41,3.41,0,0,0,0,0,3,0,1,0,0,45300,35.9996,9,0,99,0,0,0
45330,,Diagnostic sigmoidoscopy,A,0.84,3.85,,0.68,,0.12,4.81,1.64,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45331,,Sigmoidoscopy and biopsy,A,1.14,6.07,,0.81,,0.15,7.36,2.1,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45332,,Sigmoidoscopy w/fb removal,A,1.76,5.17,,1.06,,0.26,7.19,3.08,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45333,,Sigmoidoscopy & polypectomy,A,1.55,6.61,,0.96,,0.24,8.4,2.75,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45334,,Sigmoidoscopy for bleeding,A,2,13.48,,1.19,,0.26,15.74,3.45,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45335,,Sigmoidoscopy w/submuc inj,A,1.04,5.5,,0.75,,0.15,6.69,1.94,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45337,,Sigmoidoscopy & decompress,A,2.1,0.98,NA,0.98,,0.3,3.38,3.38,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45338,,Sigmoidoscopy w/tumr remove,A,2.05,5.34,,1.2,,0.29,7.68,3.54,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45340,,Sig w/tndsc balloon dilation,A,1.25,10.9,,0.84,,0.19,12.34,2.28,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45341,,Sigmoidoscopy w/ultrasound,A,2.12,1.24,NA,1.24,,0.26,3.62,3.62,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45342,,Sigmoidoscopy w/us guide bx,A,2.98,1.64,NA,1.64,,0.37,4.99,4.99,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45346,,Sigmoidoscopy w/ablation,A,2.81,84.28,,1.53,,0.38,87.47,4.72,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45347,,Sigmoidoscopy w/plcmt stent,A,2.72,1.45,NA,1.45,,0.36,4.53,4.53,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45349,,Sigmoidoscopy w/resection,A,3.52,1.86,NA,1.86,,0.47,5.85,5.85,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45350,,Sgmdsc w/band ligation,A,1.68,13.14,,1.04,,0.24,15.06,2.96,0,0,0,0,0,3,0,1,0,0,45330,35.9996,9,0,99,0,0,0
45378,,Diagnostic colonoscopy,A,3.26,5.29,,1.71,,0.47,9.02,5.44,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45378,53,Diagnostic colonoscopy,A,1.63,2.65,,0.85,,0.24,4.52,2.72,0,0,0,0,0,2,0,1,0,0,,35.9996,9,0,99,0,0,0
45379,,Colonoscopy w/fb removal,A,4.28,6.77,,2.16,,0.58,11.63,7.02,0,0,0,0,0,3,0,1,0,0,45378,35.9996,9,0,99,0,0,0
45380,,Colonoscopy and biopsy,A,3.56,7.51,,1.87,,0.48,11.55,5.91,0,0,0,0,0,3,0,1,0,0,45378,35.9996,9,0,99,0,0,0
45381,,Colonoscopy submucous njx,A,3.56,7.01,,1.87,,0.48,11.05,5.91,0,0,0,0,0,3,0,1,0,0,45378,35.9996,9,0,99,0,0,0
45382,,Colonoscopy w/control bleed,A,4.66,15.31,,2.36,,0.6,20.57,7.62,0,0,0,0,0,3,0,1,0,0,45378,35.9996,9,0,99,0,0,0
